Date,AAPL,MSFT
2023-06-29,187.49777221679688,329.37841796875
2023-06-30,191.8294677734375,334.7755432128906
2023-07-03,190.3361358642578,332.26861572265625
2023-07-05,189.21859741210938,332.42596435546875
2023-07-06,189.6932830810547,335.49310302734375
2023-07-07,188.57574462890625,331.51171875
2023-07-10,186.5286102294922,326.212890625
2023-07-11,186.00445556640625,326.8420715332031
2023-07-12,187.67581176757812,331.4920654296875
2023-07-13,188.4373016357422,336.859619140625
2023-07-14,188.58567810058594,339.39593505859375
2023-07-17,191.8492431640625,339.8776550292969
2023-07-18,191.59210205078125,353.4046936035156
2023-07-19,192.9469757080078,349.0693664550781
2023-07-20,190.9987335205078,340.9983215332031
2023-07-21,189.82188415527344,337.9508056640625
2023-07-24,190.62295532226562,339.2681579589844
2023-07-25,191.4833221435547,345.0387878417969
2023-07-26,192.35360717773438,332.0523681640625
2023-07-27,191.08773803710938,325.1217346191406
2023-07-28,193.6689453125,332.6421813964844
2023-07-31,194.2821044921875,330.2336730957031
2023-08-01,193.4513702392578,330.64654541015625
2023-08-02,190.45481872558594,321.9562072753906
2023-08-03,189.06036376953125,321.1304626464844
2023-08-04,179.98167419433594,322.2314758300781
2023-08-07,176.87632751464844,324.52203369140625
2023-08-08,177.81585693359375,320.5307922363281
2023-08-09,176.22360229492188,316.77545166015625
2023-08-10,176.00601196289062,317.4635925292969
2023-08-11,176.06544494628906,315.5760803222656
2023-08-14,177.71925354003906,318.55474853515625
2023-08-15,175.728759765625,316.41168212890625
2023-08-16,174.85726928710938,315.6432800292969
2023-08-17,172.31222534179688,312.175537109375
2023-08-18,172.7974853515625,311.781494140625
2023-08-21,174.13436889648438,317.1013488769531
2023-08-22,175.51089477539062,317.67266845703125
2023-08-23,179.3631591796875,322.1452941894531
2023-08-24,174.6691436767578,315.21966552734375
2023-08-25,176.8774871826172,318.18499755859375
2023-08-28,178.4421844482422,318.894287109375
2023-08-29,182.3340301513672,323.5343017578125
2023-08-30,185.82980346679688,323.9087219238281
2023-08-31,186.04766845703125,322.89404296875
2023-09-01,187.6222686767578,323.7806701660156
2023-09-05,187.85992431640625,328.5980224609375
2023-09-06,181.1357879638672,327.9380187988281
2023-09-07,175.83766174316406,325.0120544433594
2023-09-08,176.45164489746094,329.307373046875
2023-09-11,177.6201934814453,332.9228515625
2023-09-12,174.5899200439453,326.8444519042969
2023-09-13,172.5202178955078,331.07080078125
2023-09-14,174.0353546142578,333.67156982421875
2023-09-15,173.31239318847656,325.3175048828125
2023-09-18,176.2436981201172,324.1747131347656
2023-09-19,177.33303833007812,323.7707824707031
2023-09-20,173.78778076171875,316.0077819824219
2023-09-21,172.24288940429688,314.7861633300781
2023-09-22,173.09454345703125,312.3036193847656
2023-09-25,174.37205505371094,312.82574462890625
2023-09-26,170.29200744628906,307.5058898925781
2023-09-27,168.77684020996094,308.146240234375
2023-09-28,169.03431701660156,308.983642578125
2023-09-29,169.54928588867188,311.06231689453125
2023-10-02,172.06463623046875,317.0224914550781
2023-10-03,170.7277069091797,308.7373352050781
2023-10-04,171.9755096435547,314.22467041015625
2023-10-05,173.21339416503906,314.6186828613281
2023-10-06,175.76834106445312,322.40142822265625
2023-10-09,177.25381469726562,324.9234619140625
2023-10-10,176.6596221923828,323.5146179199219
2023-10-11,178.05596923828125,327.4848327636719
2023-10-12,178.95712280273438,326.2434997558594
2023-10-13,177.11517333984375,322.864501953125
2023-10-16,176.98643493652344,327.7015686035156
2023-10-17,175.431640625,327.13018798828125
2023-10-18,174.13436889648438,325.2090759277344
2023-10-19,173.758056640625,326.4012145996094
2023-10-20,171.20306396484375,321.8202209472656
2023-10-23,171.3218994140625,324.4308776855469
2023-10-24,171.7576446533203,325.6228332519531
2023-10-25,169.44033813476562,335.6123962402344
2023-10-26,165.27117919921875,323.0220642089844
2023-10-27,166.58827209472656,324.9135437011719
2023-10-30,168.63821411132812,332.30224609375
2023-10-31,169.1135711669922,333.09033203125
2023-11-01,172.28250122070312,340.9322204589844
2023-11-02,175.84759521484375,343.1487731933594
2023-11-03,174.93649291992188,347.562255859375
2023-11-06,177.49147033691406,351.2369079589844
2023-11-07,180.0563507080078,355.1775207519531
2023-11-08,181.115966796875,357.8078308105469
2023-11-09,180.640625,355.3351135253906
2023-11-10,184.8351287841797,364.18182373046875
2023-11-13,183.24856567382812,361.2361755371094
2023-11-14,185.86639404296875,364.77288818359375
2023-11-15,186.43162536621094,364.9209899902344
2023-11-16,188.11732482910156,371.33746337890625
2023-11-17,188.09751892089844,365.09869384765625
2023-11-20,189.84271240234375,372.5911560058594
2023-11-21,189.03952026367188,368.2773132324219
2023-11-22,189.70391845703125,372.99591064453125
2023-11-24,188.37515258789062,372.581298828125
2023-11-27,188.19667053222656,373.7461242675781
2023-11-28,188.80152893066406,377.7835998535156
2023-11-29,187.7801971435547,373.9830627441406
2023-11-30,188.35533142089844,374.04229736328125
2023-12-01,189.63449096679688,369.6988525390625
2023-12-04,187.83966064453125,364.39776611328125
2023-12-05,191.7961883544922,367.7343444824219
2023-12-06,190.70542907714844,364.0621643066406
2023-12-07,192.63906860351562,366.1845397949219
2023-12-08,194.0669708251953,369.4223937988281
2023-12-11,191.55821228027344,366.530029296875
2023-12-12,193.07534790039062,369.5704650878906
2023-12-13,196.29808044433594,369.5605773925781
2023-12-14,196.4468231201172,361.2290344238281
2023-12-15,195.91136169433594,365.96734619140625
2023-12-18,194.24546813964844,367.86260986328125
2023-12-19,195.28663635253906,368.4648742675781
2023-12-20,193.19435119628906,365.8587341308594
2023-12-21,193.04562377929688,368.74127197265625
2023-12-22,191.9746856689453,369.76788330078125
2023-12-26,191.42930603027344,369.8468933105469
2023-12-27,191.5284423828125,369.26446533203125
2023-12-28,191.95484924316406,370.4588317871094
2023-12-29,190.9136505126953,371.20916748046875
